a,mu_lbeta[1],mu_lbeta[2],mu_lbeta[3],sd_lbeta,B_lbeta,"effS[1,1]","effS[2,1]","effS[3,1]","effS[4,1]","effS[5,1]","effS[6,1]","effS[7,1]","effS[8,1]","effS[9,1]","effS[10,1]","effS[11,1]","effS[12,1]","effS[13,1]","effS[14,1]","effS[15,1]","effS[16,1]","effS[17,1]","effS[1,2]","effS[2,2]","effS[3,2]","effS[4,2]","effS[5,2]","effS[6,2]","effS[7,2]","effS[8,2]","effS[9,2]","effS[10,2]","effS[11,2]","effS[12,2]","effS[13,2]","effS[14,2]","effS[15,2]","effS[16,2]","effS[17,2]","effS[1,3]","effS[2,3]","effS[3,3]","effS[4,3]","effS[5,3]","effS[6,3]","effS[7,3]","effS[8,3]","effS[9,3]","effS[10,3]","effS[11,3]","effS[12,3]","effS[13,3]","effS[14,3]","effS[15,3]","effS[16,3]","effS[17,3]"
739.6236273787451,11.714734703647318,11.370005922687966,10.291388945723373,1.8227169355127208,0.9533562514432825,257058.64320756347,20749.529413159227,828.4293467495664,11116.946405645438,1133029.2531688476,58695.211269543914,84273.83388579659,848308.6037840497,741164.7545501667,134185.44297312756,80186.9409393381,15511.564862124715,8640.611634948607,12843.658449017768,56952.876138885804,221988.57030650374,699745.679151384,199664.64935851927,5744.144317610609,738.569266383142,4114.632244394846,346405.0991656977,72389.53447159952,70246.25026108592,56969.43332699776,115754.71529711457,27287.369900226873,23886.59226424157,11797.792033378408,8715.852398152176,4620.823265012065,28988.240466010822,98862.8883576859,394839.60112838325,56706.725250471565,24473.109132044287,20590.332532491084,53827.11173544201,90091.75304462794,24328.441577338446,79126.60911143906,31120.070145472746,31511.788332249373,5104.449951722748,11388.607082787315,396.5349923879815,292.1548900733225,10988.198033461324,5794.2795884390825,50912.611259483485,46993.84190365629
922.5350901770438,11.681481392611948,11.471831662073049,10.319455875335036,2.0719914206579353,0.9632819724216546,209076.27916713845,8041.854509496877,809.212881793567,12243.09408977715,1926610.0955718427,110349.63402914816,89329.79803187281,639224.7529792227,867355.5195865359,206537.29897897993,72196.54183219447,19795.80199189671,9805.310727091248,13312.556438724536,52999.637917872744,226686.42146821867,567720.2577537125,33510.096866917185,2088.4795112386064,1408.0100851312784,3604.8693479615354,407704.66939508135,89549.70716897497,139437.45319004875,47718.722243133656,86327.13127998481,22334.076257869758,15566.243341932566,14626.435916117029,8212.690014753935,5145.059198754089,13538.708826297237,55527.294442547674,346722.0380013747,11575.379287320928,21105.98047437699,19738.835694719677,16276.497313251077,55225.42136468722,25683.72467151561,70345.64680226856,20655.49854992697,99587.69720580173,8997.811185379196,20047.643167154813,798.8158713974975,397.33035437247383,12369.114521257587,9592.730570419522,122135.66957607768,21465.81289668235
561.448168571797,12.06112726278947,11.73382243628612,11.056870409301322,1.785393402148651,1.1180651690346943,133759.02583744304,10822.559500331126,787.5885643995188,15820.330957403694,1059447.6681983331,160451.4715230805,55927.69824139394,746502.9918850823,994071.5867703352,194450.0101847019,60168.66972379214,14024.70352477285,8111.754206756526,10851.957893951232,27557.540473424182,377742.7163235329,1204751.5628530663,113417.8759599385,3329.660247632484,950.9655912001031,8329.79654825038,540110.6404713221,67228.78130404127,38504.853828564264,104041.29977839513,142013.4141084243,30818.447748148417,24376.820109546345,10282.100310288593,6492.702285823111,7576.755610570651,13605.680188440672,94047.11972875478,86597.98550424233,17974.838117058596,16906.410692043035,14719.605388182446,22536.54942925514,110835.38855455162,43123.034180255665,30971.830603029648,62209.04637456325,54166.00035382213,11167.941952324545,8544.782895210305,2899.659002477212,1064.121647519605,4367.249669174336,18893.841493561104,121561.63892813795,98846.93685079426
721.8176955741638,12.73874358021226,12.443940815509995,10.34478733563702,2.086829522209835,1.1382958140270327,249329.64576895052,7518.62800381783,188.74325512992726,15841.298908614403,872559.8561533149,184243.84055092777,72005.9480691829,617885.955584772,211030.54079027416,149675.2226867241,55806.36246133274,22763.907171957675,11491.499116470066,12191.861577919324,65727.16511642995,155246.8787071139,841331.9893328927,85927.75448955124,9543.601693780936,2145.867779555015,4909.516107166448,473951.56769124937,70967.42721277325,14051.554512587127,111849.18301517247,183335.5755606834,21859.76775485562,33895.24118236207,18713.298665263377,11078.705240149158,8536.708958556714,13938.290029968482,107776.45312889644,150814.59177464244,19853.259989424747,20735.554203704163,33401.691072571324,58896.57155331771,113752.63994103725,45745.769168433144,25743.81228765923,143003.13937867372,150045.739295226,10115.762434961824,10469.909084700865,1094.8952407912063,1230.6543665104812,11971.129884816333,8445.146076079214,91840.6793002133,51284.48749276817
704.872534529304,11.59941663888774,12.618391854930778,10.446297295919853,1.683786252751034,1.0610962807885116,136974.77298766884,3676.3275123637904,634.1036945316591,7398.859301289451,1069457.4433997064,30710.461212900977,58508.097556161236,256434.75841718388,536490.824482134,60497.17748297302,53719.530065966035,10026.485778235317,5859.402805249432,6150.202891839576,25868.83171387615,265421.59346793697,358045.2657494093,252140.63116776373,1729.5016242846143,1191.3185164127976,3967.4523656037222,143301.1239230203,37994.55076809876,29194.726824832538,76873.16957034839,113920.352721649,17367.81455364098,10280.231951131764,7130.1825117820745,3211.310168114847,4225.160398676126,30327.81343646529,16660.560243001215,63880.376080679875,64614.59446898771,16148.879963515194,12947.727801117988,63729.001793188305,45406.29296379622,22939.658718649778,297360.8193136297,107589.19294966383,49012.25220537972,5547.206508040544,7523.161434827603,644.9442323895031,3496.3524150548096,7292.431999409228,9570.658282843991,64278.939095035654,66158.15511311499
691.3413910678229,12.006330122894079,11.028917222132364,10.119993509184175,2.0098168105691365,1.1666379369634772,149163.29482676525,9160.031051615442,463.33154448232966,10431.963996789647,760635.8446345296,133059.19222773262,96245.56947971733,1116517.2321966847,575054.0819887597,141578.36804872294,83693.37888650862,17717.485192712702,8902.586822373283,9569.732110037374,37002.65138790076,259205.25438389127,996929.4480628535,28578.00014780142,1761.4493759517632,617.6341761466629,3176.028908250759,225206.46980608255,44656.55480850413,17942.76405775791,82600.53377078005,99357.33721968524,15654.521864529701,17869.501590546624,8806.599841447085,5873.285192107067,6741.685682364661,10657.17216126003,56890.78888885768,67528.91127772945,11175.269233358997,14960.448311969658,24137.231667874305,66104.25044847811,315912.0416016578,42221.81241079035,27623.76645588071,56232.202887375934,238333.79029603058,25214.032489947702,16510.860524758467,679.6577295234914,765.4691963777049,7683.944785719448,6087.900626005149,103588.58329755571,60601.81938748618
699.964147929764,10.8476740030599,11.974043508593402,10.755438985354992,1.7324103458055444,1.2056268064975617,205343.6955134988,10308.953179775737,236.07760620079324,6070.0078114825865,455820.1596015283,91400.364238285,132717.18195476104,782072.7026957772,432389.99086296995,81730.40421507484,98814.48866745319,13113.424044313517,6598.071936503317,9340.31235274891,39668.35428711041,117579.55589132696,407032.28978759714,30872.759365326983,2523.56222467933,772.2812120616287,6074.800656001215,145155.99698055326,59880.443731982545,66580.38767684414,79982.34598751608,52317.24843882203,17365.26988198434,19628.653526502556,8951.018530046107,4035.1434663619643,4957.811493201616,9570.154228997222,109280.10410583881,57158.1553435023,4026.9559102157655,12473.582909748407,15393.467850452365,41508.163807454184,85737.79939311,23563.648843024534,110403.85033125285,42980.95491081519,153164.88218438532,13677.02603979061,5618.686769692772,541.7033621665051,3358.1452161065745,7012.987808240343,15753.44054219847,82828.29120688347,64485.876921274765
697.450296535655,12.45242369626299,12.32358448811609,10.044602149477186,2.196986766477968,1.255021481844163,296879.41750465403,6628.202269624401,356.2402422251836,23788.45031958277,1345693.8148428886,117016.93344233993,87052.61573201962,417648.79989686207,935014.1548198845,122393.0749834246,79596.45236172495,17802.525113245207,8845.87970154952,10286.299006751075,43259.825960998656,180561.72280373808,888626.4869826803,88661.99877641599,1591.1274986214796,860.8288535436293,1725.450845616816,244202.44398078896,38867.361480526146,49869.56220378163,19868.817724536566,108873.67332180246,37599.3310890063,18667.32874316435,10553.715841905527,5403.480390851597,5791.615579338343,36883.88578634366,38336.4384838696,172146.6328831179,77776.4348033549,17271.77205397369,26366.88784758664,79429.82385577731,67810.57702290038,22381.354876204856,87467.47252394682,103484.628698351,65447.36638019309,10144.470557692253,7232.449330100049,1044.9475998601413,3990.5000651626906,13239.952264337022,5759.051490430326,133081.14564566742,86817.73352495459
604.500901368333,12.055017955730959,11.99521660575912,9.802200410333707,2.020441359893703,1.2053172566851256,321736.3097285173,18425.129798123595,313.8087729186716,10856.159768380228,862217.7269112807,77062.2176265149,41106.15875040586,379093.1719404004,487072.4785698732,155455.12449332172,81537.85640774576,12785.755439390181,6545.058780963873,13945.220322505254,42298.12890337993,107403.17285197279,739045.602534759,40910.79557698232,712.1677460439894,776.0362053235491,6458.854740896031,349480.40698012727,124598.13512360446,35333.737961998195,122134.10832185563,121688.00460889838,17867.64784964414,26299.831300140104,9345.978485136782,5446.049305391186,6969.555160318025,11087.212436695567,97658.08917411097,114420.37783333138,14755.090757336608,20444.97133100997,27016.559645204197,55505.330922954294,77023.61889155586,50307.17293983236,37835.19688451938,57393.104715528956,49622.72162370518,6337.5371557327835,3246.978469325009,336.3401536943669,19.512659380413545,3463.4473256957704,8041.547488074433,48425.58039861688,26582.52021146524
577.0573206883957,13.39442368186847,12.164085459638555,10.444275535618669,2.2318050581804263,1.4788994447542247,607105.9422515569,16766.694523312897,963.1216093053675,10070.78945394427,1445403.3246649054,94127.69104935475,162158.3271306818,597689.5396675601,1317793.44830432,127364.57061405166,100020.64077457965,27915.658019827457,17092.543775338574,18593.41748367778,112270.25721586317,175075.03037228328,955836.4480759613,62132.16761642678,2450.975225515061,774.3333753438733,11199.29696514115,305093.41565250955,76512.18444486594,41647.74023818922,187512.22032729082,113535.83253790633,28573.34309696008,18631.29828781271,11015.015260355693,6462.41472841215,11988.15649258127,55757.409415874296,63667.39846438683,145457.94241571618,38536.13802065591,40881.098146852586,33071.269571490535,68020.10861839088,61836.772729403296,60236.31275739831,199071.29666198752,204109.5904952555,80581.05868779364,15615.000532367132,11524.109344880797,1853.488769759256,566.4543263759033,14829.057786090572,21482.95820663487,84196.42479162829,52811.60486361269
