Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,Sampling_Period,Secchi_Depth,Salinity_Min,Temp_Max,Air_Temp_Max,DO_Min,Conductivity_True,Conductivity_Specific,pH_Min,Station+Haul,Haul,Depletion #,Habitat,Debris?,Gear,Electrofishing?,Closed?,Effort_m^2,AFSorder,Family,Genus,Species,Species_Codes,"Length (SL,mm)",SumOfSPEC,SumOfREL,Stage,AgeClass,VIE Colors,VIE Locations,Projects
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-1,1,,MCRU,,regular,,,30.25,,,,,No Fish Collected,,,,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-2,2,,MCRU,,regular,,,30.25,,,,,No Fish Collected,,,,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-3,3,,MCRU,,regular,,,33,,,,,No Fish Collected,,,,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-4,4,,MCRU,,regular,,,31.5,,,,,No Fish Collected,,,,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-5,5,,MCSHPO,,regular,,,14.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,26,26,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-6,6,,MCSHPO,,regular,,,24.25,3,Cyprinidae,Cyprinus,carpio,CYPCAR,,1,1,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-6,6,,MCSHPO,,regular,,,24.25,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,14,14,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-6,6,,MCSHPO,,regular,,,24.25,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,13,13,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-7,7,,MCSHRU,1,regular,,,29.25,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,8,8,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-7,7,,MCSHRU,1,regular,,,29.25,4,Leuciscidae,Hybognathus,amarus,HYBAMA,57,1,1,,1,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-7,7,,MCSHRU,1,regular,,,29.25,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,10,10,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-8,8,,MCSHRU,,regular,,,31.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,4,4,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-8,8,,MCSHRU,,regular,,,31.5,4,Leuciscidae,Hybognathus,amarus,HYBAMA,55,1,1,,1,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-9,9,,MCSHRU,,regular,,,29.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-10,10,,MCSHRU,,regular,,,28.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,8,8,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-11,11,,MCSHRU,,regular,,,30,3,Cyprinidae,Cyprinus,carpio,CYPCAR,,2,2,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-11,11,,MCSHRU,,regular,,,30,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,8,8,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-11,11,,MCSHRU,,regular,,,30,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,3,3,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-12,12,,MCSHRU,,regular,,,32.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,26,26,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-12,12,,MCSHRU,,regular,,,32.75,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,4,4,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-13,13,,MCSHRU,,regular,,,29.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-14,14,,MCSHRU,,regular,,,30,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-15,15,,MCSHRU,,regular,,,30.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,21,21,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-15,15,,MCSHRU,,regular,,,30.5,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,3,3,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-16,16,,MCSHRU,,regular,,,29.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,22,22,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-17,17,,MCSHRU,,regular,,,30.25,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-18,18,,MCSHRU,,regular,,,31,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-19,19,,MCSHPO,,larval,,,3.9,,,,,No Fish Collected,,,,,,,,1
RKD20-001,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.5,"Rio Grande, ca. 10.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,307767,3716360,3/31/20,202004,8,0.24,13.1,10.0,7.15,383.,495.,8.22,RKD20-001-20,20,,MCSHPO,,larval,,,5.1,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,4,4,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-1,1,,MCRU,,regular,,,31.75,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-2,2,,MCRU,,regular,,,32,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,3,3,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-3,3,,MCRU,,regular,,,31.5,,,,,No Fish Collected,,,,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-4,4,,MCRU,,regular,,,31,,,,,No Fish Collected,,,,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-5,5,,MCSHRU,,regular,,,30,,,,,No Fish Collected,,,,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-6,6,,MCSHRU,,regular,,,31.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-7,7,,MCSHRU,,regular,,,29.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-8,8,,MCSHRU,,regular,,,33.25,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-8,8,,MCSHRU,,regular,,,33.25,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,2,2,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-9,9,,MCSHRU,,regular,,,33,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,5,5,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-9,9,,MCSHRU,,regular,,,33,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,9,9,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-10,10,,MCSHRU,,regular,,,31,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-10,10,,MCSHRU,,regular,,,31,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,2,2,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-11,11,,MCSHRU,,regular,,,34.25,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-11,11,,MCSHRU,,regular,,,34.25,4,Leuciscidae,Hybognathus,amarus,HYBAMA,51,1,1,,1,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-12,12,,MCSHRU,,regular,,,31.75,3,Cyprinidae,Cyprinus,carpio,CYPCAR,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-13,13,,MCSHRU,,regular,,,34,,,,,No Fish Collected,,,,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-14,14,,MCSHRU,,regular,,,30.25,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-14,14,,MCSHRU,,regular,,,30.25,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-15,15,,MCSHRU,,regular,,,32,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-15,15,,MCSHRU,,regular,,,32,4,Leuciscidae,Hybognathus,amarus,HYBAMA,43,1,1,,1,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-16,16,,BW,,regular,,,19,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,4,4,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-16,16,,BW,,regular,,,19,4,Leuciscidae,Hybognathus,amarus,HYBAMA,54,1,1,,1,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-17,17,,BW,,regular,,,17.5,10,Centrarchidae,Pomoxis,annularis,POMANN,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-18,18,,MCSHPO,,regular,,,19,1,Dorosomatidae,Dorosoma,cepedianum,DORCEP,,1,1,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-19,19,,SCPO,,larval,,,3.4,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,56,56,,,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-19,19,,SCPO,,larval,,,3.4,4,Leuciscidae,Hybognathus,amarus,HYBAMA,52,1,1,,1,,,1
RKD20-002,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.1,"Rio Grande, ca. 8.0 mi downstream of San Marcial Railroad bridge crossing, San Marcial.",13,309441,3718309,3/31/20,202004,8,0.24,13.7,13.0,7.17,388.,495.,8.33,RKD20-002-20,20,,MCPO,,larval,,,3.8,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-1,1,,MCRU,,regular,,,28.75,,,,,No Fish Collected,,,,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-2,2,,MCRU,,regular,,,31.25,3,Cyprinidae,Cyprinus,carpio,CYPCAR,,1,1,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-3,3,,MCRU,,regular,,,32.5,,,,,No Fish Collected,,,,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-4,4,,MCRU,,regular,,,29.5,,,,,No Fish Collected,,,,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-5,5,,SCSHPO,,regular,,,20.75,3,Cyprinidae,Cyprinus,carpio,CYPCAR,,15,15,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-5,5,,SCSHPO,,regular,,,20.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-5,5,,SCSHPO,,regular,,,20.75,4,Leuciscidae,Hybognathus,amarus,HYBAMA,48,1,1,,1,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-6,6,,SCSHPO,,regular,,,19.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,9,9,,,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-6,6,,SCSHPO,,regular,,,19.75,4,Leuciscidae,Hybognathus,amarus,HYBAMA,38,1,1,,1,,,1
RKD20-003,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.3,"Rio Grande, at San Marcial Railroad bridge crossing, San Marcial.",13,315091,3728487,3/31/20,202004,9,0.24,14.3,18.0,7.15,392.,491.,8.37,RKD20-003-6,6,,SCSHPO,,regular,,,19.75,4,Leuciscidae,Hybognathus,amarus,HYBAMA,55,1,1,,1,,,1
