Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,Sampling_Period,Secchi_Depth,Salinity_Min,Temp_Max,Air_Temp_Max,DO_Min,Conductivity_True,Conductivity_Specific,pH_Min,Station+Haul,Haul,Depletion #,Habitat,Debris?,Gear,Electrofishing?,Closed?,Effort_m^2,AFSorder,Family,Genus,Species,Species_Codes,"Length (SL,mm)",SumOfSPEC,SumOfREL,Stage,AgeClass,VIE Colors,VIE Locations,Projects
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-3,3,,MCRU,,regular,,,25.5,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-4,4,,MCRU,,regular,,,31.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-5,5,,MCSHPO,,regular,,,19.25,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-6,6,,MCSHPO,,regular,,,18.25,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-7,7,,SCSHRU,,regular,,,19,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-8,8,,MCSHRU,,regular,,,32,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-9,9,,MCSHRI,,regular,,,28,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,2,2,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-10,10,,MCSHRI,,regular,,,20.5,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-11,11,,MCPLPO,,regular,,,17.75,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-12,12,,MCPO,,regular,,,20.75,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-13,13,,MCSHPO,,regular,,,20.25,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-14,14,,MCSHPO,,regular,,,18.25,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-15,15,,MCSHRU,,regular,,,30.5,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-16,16,,MCSHRU,,regular,,,32.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-17,17,,MCSHRU,,regular,,,28.75,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-18,18,,MCSHPO,,regular,,,20.25,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-19,19,,MCSHPO,,larval,,,6.3,,,,,No Fish Collected,,,,,,,,1
RKD20-018,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,4/10/20,202004,92,0.13,10.8,13.0,6.66,199.,272.,8.45,RKD20-018-20,20,,MCSHPO,,larval,,,4.7,,,,,No Fish Collected,,,,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-1,1,,SCSHPO,,regular,,,17.25,4,Leuciscidae,Hybognathus,amarus,HYBAMA,41,1,1,,1,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-1,1,,SCSHPO,,regular,,,17.25,4,Leuciscidae,Hybognathus,amarus,HYBAMA,45,1,1,,1,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-1,1,,SCSHPO,,regular,,,17.25,4,Leuciscidae,Pimephales,promelas,PIMPRO,,7,7,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-2,2,,MCSHPO,,regular,,,15.25,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,4,4,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-3,3,,MCSHPO,,regular,,,19.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-4,4,,MCRU,,regular,,,32.5,,,,,No Fish Collected,,,,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-5,5,,MCRU,,regular,,,34,4,Leuciscidae,Hybognathus,amarus,HYBAMA,53,1,1,,1,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-5,5,,MCRU,,regular,,,34,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-6,6,,MCRU,,regular,,,31,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,3,3,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-6,6,,MCRU,,regular,,,31,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-7,7,,MCRU,,regular,,,32.25,,,,,No Fish Collected,,,,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-8,8,,MCSHRU,,regular,,,32.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-8,8,,MCSHRU,,regular,,,32.5,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-9,9,,MCSHRU,,regular,,,32,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-9,9,,MCSHRU,,regular,,,32,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-10,10,,MCSHRU,,regular,,,32.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-10,10,,MCSHRU,,regular,,,32.75,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-11,11,,MCSHRU,,regular,,,27.25,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,3,3,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-12,12,,MCSHRU,,regular,,,30,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-13,13,,MCSHRU,,regular,,,32.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-13,13,,MCSHRU,,regular,,,32.75,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-14,14,,MCSHRU,,regular,,,31.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-14,14,,MCSHRU,,regular,,,31.75,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,7,7,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-15,15,,MCSHRU,,regular,,,34.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-15,15,,MCSHRU,,regular,,,34.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-15,15,,MCSHRU,,regular,,,34.5,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,7,7,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-16,16,,MCSHRU,,regular,,,33,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-16,16,,MCSHRU,,regular,,,33,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,4,4,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-17,17,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-17,17,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-18,18,,MCSHPO,,regular,,,19.5,2,Catostomidae,Catostomus,commersonii,CATCOM,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-18,18,,MCSHPO,,regular,,,19.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,6,6,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-18,18,,MCSHPO,,regular,,,19.5,4,Leuciscidae,Hybognathus,amarus,HYBAMA,40,2,2,,1,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-18,18,,MCSHPO,,regular,,,19.5,4,Leuciscidae,Hybognathus,amarus,HYBAMA,41,2,2,,1,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-18,18,,MCSHPO,,regular,,,19.5,4,Leuciscidae,Hybognathus,amarus,HYBAMA,45,1,1,,1,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-18,18,,MCSHPO,,regular,,,19.5,4,Leuciscidae,Pimephales,promelas,PIMPRO,,4,4,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-18,18,,MCSHPO,,regular,,,19.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-19,19,,MCSHPO,,larval,,,5.3,,,,,No Fish Collected,,,,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-20,20,,MCSHPO,,larval,,,5.2,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-20,20,,MCSHPO,,larval,,,5.2,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-20,20,,MCSHPO,,larval,,,5.2,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,,,,,,1
RKD20-019,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,4/10/20,202004,14,0.15,13.8,20.0,6.74,240.,305.,8.77,RKD20-019-20,20,,MCSHPO,,larval,,,5.2,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,4,,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-1,1,,MCRU,,regular,,,31,,,,,No Fish Collected,,,,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-2,2,,MCSHRU,,regular,,,31.25,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,5,5,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-3,3,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,3,3,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-4,4,,MCSHRU,,regular,,,29.5,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,1,1,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-5,5,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,4,4,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-5,5,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-6,6,,MCSHRU,,regular,,,32.25,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,2,2,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-7,7,,MCSHRU,,regular,,,31.25,4,Leuciscidae,Rhinichthys,cataractae,RHICAT,,6,6,,,,,1
RKD20-020,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,4/10/20,202004,16,0.15,13.4,21.0,7.25,236.,303.,8.56,RKD20-020-8,8,,SCSHRU,,regular,,,27.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,3,3,,,,,1
